file,workspace,domain,layer,risk_level,duplication_risk,security_critical,performance_critical,review_status,owner,notes
apps/web/src/components/layout/AppVersionConsoleLogger.tsx,apps/web,frontend,UI,low,low,no,no,reviewed,web-frontend-maintainers,contract:ui-view-model;loc=15
apps/web/src/components/layout/Breadcrumbs.tsx,apps/web,frontend,UI,low,low,no,no,reviewed,web-frontend-maintainers,contract:ui-view-model;loc=58
apps/web/src/components/layout/DevRuntimeErrorLogger.tsx,apps/web,frontend,UI,low,low,no,no,reviewed,web-frontend-maintainers,contract:ui-view-model;loc=58
apps/web/src/components/layout/Header.tsx,apps/web,frontend,UI,low,low,no,no,reviewed,web-frontend-maintainers,contract:ui-view-model;loc=254
apps/web/src/components/layout/WebVitalsReporter.tsx,apps/web,frontend,UI,low,low,no,no,reviewed,web-frontend-maintainers,contract:ui-view-model;loc=18
apps/web/src/components/layout/app-version.test.ts,apps/web,component-test,UI,low,low,no,no,reviewed,web-frontend-maintainers,contract:ui-view-model;loc=17
apps/web/src/components/layout/app-version.ts,apps/web,frontend,UI,low,low,no,no,reviewed,web-frontend-maintainers,contract:ui-view-model;loc=18
apps/web/src/components/layout/index.ts,apps/web,frontend,UI,low,low,no,no,reviewed,web-frontend-maintainers,contract:ui-view-model;loc=2
apps/web/src/components/shared/Button.tsx,apps/web,frontend,UI,low,low,no,no,reviewed,web-frontend-maintainers,contract:ui-view-model;loc=56
apps/web/src/components/shared/CenteredLoading.tsx,apps/web,frontend,UI,low,low,no,no,reviewed,web-frontend-maintainers,contract:ui-view-model;loc=22
apps/web/src/components/shared/CopyIconButton.tsx,apps/web,frontend,UI,low,low,no,no,reviewed,web-frontend-maintainers,contract:ui-view-model;loc=48
apps/web/src/components/shared/CopyableCodeBlock.tsx,apps/web,frontend,UI,low,low,no,no,reviewed,web-frontend-maintainers,contract:ui-view-model;loc=44
apps/web/src/components/shared/CustomSelect.tsx,apps/web,frontend,UI,low,low,no,no,reviewed,web-frontend-maintainers,contract:ui-view-model;loc=338
apps/web/src/components/shared/DangerTextButton.tsx,apps/web,frontend,UI,low,low,no,no,reviewed,web-frontend-maintainers,contract:ui-view-model;loc=34
apps/web/src/components/shared/LoadingSpinner.tsx,apps/web,frontend,UI,low,low,no,no,reviewed,web-frontend-maintainers,contract:ui-view-model;loc=22
apps/web/src/components/shared/Modal.tsx,apps/web,frontend,UI,low,low,no,no,reviewed,web-frontend-maintainers,contract:ui-view-model;loc=142
apps/web/src/components/shared/PageHeaderSkeleton.tsx,apps/web,frontend,UI,low,low,no,no,reviewed,web-frontend-maintainers,contract:ui-view-model;loc=21
apps/web/src/components/shared/Pagination.tsx,apps/web,frontend,UI,low,low,no,no,reviewed,web-frontend-maintainers,contract:ui-view-model;loc=74
apps/web/src/components/shared/PanelSkeleton.tsx,apps/web,frontend,UI,low,low,no,no,reviewed,web-frontend-maintainers,contract:ui-view-model;loc=29
apps/web/src/components/shared/SectionLoadingState.tsx,apps/web,frontend,UI,low,low,no,no,reviewed,web-frontend-maintainers,contract:ui-view-model;loc=22
apps/web/src/components/shared/TableRowsSkeleton.tsx,apps/web,frontend,UI,low,low,no,no,reviewed,web-frontend-maintainers,contract:ui-view-model;loc=38
apps/web/src/components/shared/UnderlineTabs.tsx,apps/web,frontend,UI,low,low,no,no,reviewed,web-frontend-maintainers,contract:ui-view-model;loc=41
apps/web/src/components/shared/class-names.ts,apps/web,frontend,UI,low,low,no,no,reviewed,web-frontend-maintainers,contract:ui-view-model;loc=3
apps/web/src/components/shared/index.ts,apps/web,frontend,UI,low,low,no,no,reviewed,web-frontend-maintainers,contract:ui-view-model;loc=14
apps/web/src/config/app.ts,apps/web,config,config,low,low,no,no,reviewed,platform-config-maintainers,contract:config-schema;loc=386
apps/web/src/hooks/project/useProjects.ts,apps/web,shared,service,low,low,no,no,reviewed,platform-maintainers,contract:general;loc=87
apps/web/src/hooks/project/useProjectsBootstrap.ts,apps/web,shared,service,low,low,no,no,reviewed,platform-maintainers,contract:general;loc=170
apps/web/src/hooks/run/useUnsavedChanges.ts,apps/web,shared,service,low,low,no,no,reviewed,platform-maintainers,contract:general;loc=28
apps/web/src/hooks/team/useCreateTeam.ts,apps/web,shared,service,low,low,no,no,reviewed,platform-maintainers,contract:general;loc=67
apps/web/src/hooks/team/useCurrentTeam.ts,apps/web,shared,service,low,low,no,no,reviewed,platform-maintainers,contract:general;loc=126
apps/web/src/hooks/team/useTeams.ts,apps/web,shared,service,low,low,no,no,reviewed,platform-maintainers,contract:general;loc=91
apps/web/src/hooks/team/useTeamsBootstrap.ts,apps/web,shared,service,low,low,no,no,reviewed,platform-maintainers,contract:general;loc=180
apps/web/src/hooks/ui/useLoadGuard.ts,apps/web,shared,service,low,low,no,no,reviewed,platform-maintainers,contract:general;loc=39
apps/web/src/i18n/I18nProvider.tsx,apps/web,i18n,i18n,low,low,no,no,reviewed,web-frontend-maintainers,contract:i18n-key-consistency;loc=164
apps/web/src/i18n/index.ts,apps/web,i18n,i18n,low,low,no,no,reviewed,web-frontend-maintainers,contract:i18n-key-consistency;loc=4
apps/web/src/i18n/load-messages.ts,apps/web,i18n,i18n,low,low,no,no,reviewed,web-frontend-maintainers,contract:i18n-key-consistency;loc=17
apps/web/src/i18n/locale-meta.ts,apps/web,i18n,i18n,low,low,no,no,reviewed,web-frontend-maintainers,contract:i18n-key-consistency;loc=7
apps/web/src/i18n/locales/en.ts,apps/web,i18n,i18n,medium,medium,no,no,reviewed,web-frontend-maintainers,contract:i18n-key-consistency;loc=604
apps/web/src/i18n/locales/zh-hans.ts,apps/web,i18n,i18n,medium,medium,no,no,reviewed,web-frontend-maintainers,contract:i18n-key-consistency;loc=602
apps/web/src/i18n/locales/zh-hant.ts,apps/web,i18n,i18n,medium,medium,no,no,reviewed,web-frontend-maintainers,contract:i18n-key-consistency;loc=602
apps/web/src/i18n/types.ts,apps/web,i18n,i18n,low,low,no,no,reviewed,web-frontend-maintainers,contract:i18n-key-consistency;loc=3
apps/web/src/instrumentation.ts,apps/web,shared,service,low,low,no,no,reviewed,platform-maintainers,contract:general;loc=3
apps/web/src/lib/android/adb-reliable.ts,apps/web,android,runtime,high,low,no,yes,reviewed,android-runtime-maintainers,contract:runtime-lifecycle;loc=197
apps/web/src/lib/android/device-display.ts,apps/web,android,runtime,high,low,no,yes,reviewed,android-runtime-maintainers,contract:runtime-lifecycle;loc=31
apps/web/src/lib/android/device-manager.ts,apps/web,android,runtime,high,low,no,yes,reviewed,android-runtime-maintainers,contract:runtime-lifecycle;loc=556
apps/web/src/lib/android/device-selector-display.ts,apps/web,android,runtime,high,low,no,yes,reviewed,android-runtime-maintainers,contract:runtime-lifecycle;loc=34
apps/web/src/lib/android/devices.ts,apps/web,android,runtime,high,low,no,yes,reviewed,android-runtime-maintainers,contract:runtime-lifecycle;loc=191
apps/web/src/lib/android/emulator-pool.ts,apps/web,android,runtime,high,medium,no,yes,reviewed,android-runtime-maintainers,contract:runtime-lifecycle;loc=863
apps/web/src/lib/android/profiles.ts,apps/web,android,runtime,high,low,no,yes,reviewed,android-runtime-maintainers,contract:runtime-lifecycle;loc=117
apps/web/src/lib/android/sdk.ts,apps/web,android,runtime,high,low,no,yes,reviewed,android-runtime-maintainers,contract:runtime-lifecycle;loc=147
apps/web/src/lib/android/target-config.ts,apps/web,android,runtime,high,low,no,yes,reviewed,android-runtime-maintainers,contract:runtime-lifecycle;loc=42
apps/web/src/lib/android/target-requests.ts,apps/web,android,runtime,high,low,no,yes,reviewed,android-runtime-maintainers,contract:runtime-lifecycle;loc=74
apps/web/src/lib/core/__tests__/app-config.test.ts,apps/web,core-test,service,low,low,no,no,reviewed,platform-maintainers,contract:general;loc=65
apps/web/src/lib/core/__tests__/errors.test.ts,apps/web,core-test,service,low,low,no,no,reviewed,platform-maintainers,contract:general;loc=9
apps/web/src/lib/core/__tests__/runtime-error-descriptor.test.ts,apps/web,core-test,service,low,low,no,no,reviewed,platform-maintainers,contract:general;loc=33
apps/web/src/lib/core/current-team-cookie.ts,apps/web,core,service,low,low,no,no,reviewed,platform-maintainers,contract:general;loc=28
apps/web/src/lib/core/env.ts,apps/web,core,service,low,low,no,no,reviewed,platform-maintainers,contract:general;loc=13
apps/web/src/lib/core/errors.ts,apps/web,core,service,low,low,no,no,reviewed,platform-maintainers,contract:general;loc=63
apps/web/src/lib/core/logger.ts,apps/web,core,service,low,low,no,no,reviewed,platform-maintainers,contract:general;loc=82
apps/web/src/lib/core/prisma.ts,apps/web,core,service,low,low,no,no,reviewed,platform-maintainers,contract:general;loc=48
apps/web/src/lib/core/route-perf.ts,apps/web,core,service,low,low,no,no,reviewed,platform-maintainers,contract:general;loc=99
apps/web/src/lib/core/runtime-error-descriptor.ts,apps/web,core,service,low,low,no,no,reviewed,platform-maintainers,contract:general;loc=169
apps/web/src/lib/mcp/__tests__/run-cancellation.test.ts,apps/web,mcp-test,MCP,high,low,no,yes,reviewed,web-mcp-maintainers,contract:mcp-tool-manifest;loc=107
apps/web/src/lib/mcp/__tests__/run-execution.test.ts,apps/web,mcp-test,MCP,high,low,no,yes,reviewed,web-mcp-maintainers,contract:mcp-tool-manifest;loc=546
apps/web/src/lib/mcp/__tests__/run-query.test.ts,apps/web,mcp-test,MCP,high,low,no,yes,reviewed,web-mcp-maintainers,contract:mcp-tool-manifest;loc=120
apps/web/src/lib/mcp/__tests__/runner-inventory.test.ts,apps/web,mcp-test,MCP,high,low,no,yes,reviewed,web-mcp-maintainers,contract:mcp-tool-manifest;loc=116
apps/web/src/lib/mcp/__tests__/server.test.ts,apps/web,mcp-test,MCP,high,low,no,yes,reviewed,web-mcp-maintainers,contract:mcp-tool-manifest;loc=10
apps/web/src/lib/mcp/__tests__/storage-cleanup.test.ts,apps/web,mcp-test,MCP,high,low,no,yes,reviewed,web-mcp-maintainers,contract:mcp-tool-manifest;loc=51
apps/web/src/lib/mcp/android-selector.ts,apps/web,mcp,MCP,high,low,no,yes,reviewed,web-mcp-maintainers,contract:mcp-tool-manifest;loc=188
apps/web/src/lib/mcp/project-config-manager.ts,apps/web,mcp,MCP,high,low,no,yes,reviewed,web-mcp-maintainers,contract:mcp-tool-manifest;loc=183
apps/web/src/lib/mcp/run-cancellation.ts,apps/web,mcp,MCP,high,low,no,yes,reviewed,web-mcp-maintainers,contract:mcp-tool-manifest;loc=60
apps/web/src/lib/mcp/run-execution.ts,apps/web,mcp,MCP,high,low,no,yes,reviewed,web-mcp-maintainers,contract:mcp-tool-manifest;loc=328
apps/web/src/lib/mcp/run-query.ts,apps/web,mcp,MCP,high,low,no,yes,reviewed,web-mcp-maintainers,contract:mcp-tool-manifest;loc=407
apps/web/src/lib/mcp/runner-inventory.ts,apps/web,mcp,MCP,high,low,no,yes,reviewed,web-mcp-maintainers,contract:mcp-tool-manifest;loc=237
apps/web/src/lib/mcp/server.ts,apps/web,mcp,MCP,high,high,no,yes,reviewed,web-mcp-maintainers,contract:mcp-tool-manifest;loc=1199
apps/web/src/lib/mcp/storage-cleanup.ts,apps/web,mcp,MCP,high,low,no,yes,reviewed,web-mcp-maintainers,contract:mcp-tool-manifest;loc=36
apps/web/src/lib/runners/__tests__/android-resource-lock.test.ts,apps/web,runners-test,service,low,low,no,no,reviewed,web-runner-platform,contract:general;loc=20
apps/web/src/lib/runners/__tests__/auth.test.ts,apps/web,runners-test,service,medium,low,yes,no,reviewed,web-runner-platform,contract:general;loc=138
apps/web/src/lib/runners/__tests__/availability-service.test.ts,apps/web,runners-test,service,low,low,no,no,reviewed,web-runner-platform,contract:general;loc=371
apps/web/src/lib/runners/__tests__/claim-service.test.ts,apps/web,runners-test,service,high,low,no,no,reviewed,web-runner-platform,contract:general;loc=336
apps/web/src/lib/runners/__tests__/device-sync-service.test.ts,apps/web,runners-test,service,low,low,no,no,reviewed,web-runner-platform,contract:general;loc=178
apps/web/src/lib/runners/__tests__/event-bus.test.ts,apps/web,runners-test,service,low,low,no,no,reviewed,web-runner-platform,contract:general;loc=16
apps/web/src/lib/runners/__tests__/event-retention-service.test.ts,apps/web,runners-test,service,low,low,no,no,reviewed,web-runner-platform,contract:general;loc=55
apps/web/src/lib/runners/__tests__/event-service.test.ts,apps/web,runners-test,service,medium,low,no,yes,reviewed,web-runner-platform,contract:general;loc=406
apps/web/src/lib/runners/__tests__/job-details-service.test.ts,apps/web,runners-test,service,low,low,no,no,reviewed,web-runner-platform,contract:general;loc=175
apps/web/src/lib/runners/__tests__/lease-reaper.test.ts,apps/web,runners-test,service,low,low,no,no,reviewed,web-runner-platform,contract:general;loc=226
apps/web/src/lib/runners/__tests__/protocol.test.ts,apps/web,runners-test,service,low,low,no,no,reviewed,web-runner-platform,contract:general;loc=34
apps/web/src/lib/runners/__tests__/queue-sanitizer.test.ts,apps/web,runners-test,service,low,low,no,no,reviewed,web-runner-platform,contract:general;loc=52
apps/web/src/lib/runners/__tests__/rate-limit.test.ts,apps/web,runners-test,service,low,low,no,no,reviewed,web-runner-platform,contract:general;loc=33
apps/web/src/lib/runners/__tests__/registration-service.test.ts,apps/web,runners-test,service,low,low,no,no,reviewed,web-runner-platform,contract:general;loc=191
apps/web/src/lib/runners/__tests__/run-retention-service.test.ts,apps/web,runners-test,service,low,low,no,no,reviewed,web-runner-platform,contract:general;loc=130
apps/web/src/lib/runners/android-resource-lock.ts,apps/web,runners,service,low,low,no,no,reviewed,web-runner-platform,contract:general;loc=22
apps/web/src/lib/runners/auth.ts,apps/web,runners,service,medium,low,yes,no,reviewed,web-runner-platform,contract:general;loc=84
apps/web/src/lib/runners/availability-service.ts,apps/web,runners,service,low,low,no,no,reviewed,web-runner-platform,contract:general;loc=397
apps/web/src/lib/runners/claim-service.ts,apps/web,runners,service,high,low,no,yes,reviewed,web-runner-platform,contract:general;loc=550
apps/web/src/lib/runners/constants.ts,apps/web,runners,service,low,low,no,no,reviewed,web-runner-platform,contract:general;loc=3
apps/web/src/lib/runners/credential-service.ts,apps/web,runners,service,low,low,no,no,reviewed,web-runner-platform,contract:general;loc=141
apps/web/src/lib/runners/credentials.ts,apps/web,runners,service,low,low,no,no,reviewed,web-runner-platform,contract:general;loc=35
apps/web/src/lib/runners/device-sync-service.ts,apps/web,runners,service,low,low,no,no,reviewed,web-runner-platform,contract:general;loc=149
apps/web/src/lib/runners/event-bus.ts,apps/web,runners,service,low,low,no,no,reviewed,web-runner-platform,contract:general;loc=32
apps/web/src/lib/runners/event-retention-service.ts,apps/web,runners,service,low,low,no,no,reviewed,web-runner-platform,contract:general;loc=50
apps/web/src/lib/runners/event-service.ts,apps/web,runners,service,medium,low,no,yes,reviewed,web-runner-platform,contract:general;loc=423
apps/web/src/lib/runners/job-details-service.ts,apps/web,runners,service,low,low,no,no,reviewed,web-runner-platform,contract:general;loc=189
apps/web/src/lib/runners/lease-reaper.ts,apps/web,runners,service,low,low,no,no,reviewed,web-runner-platform,contract:general;loc=190
apps/web/src/lib/runners/protocol.ts,apps/web,runners,service,low,low,no,no,reviewed,web-runner-platform,contract:general;loc=90
apps/web/src/lib/runners/queue-sanitizer.ts,apps/web,runners,service,low,low,no,no,reviewed,web-runner-platform,contract:general;loc=25
apps/web/src/lib/runners/rate-limit.ts,apps/web,runners,service,low,low,no,no,reviewed,web-runner-platform,contract:general;loc=162
apps/web/src/lib/runners/registration-service.ts,apps/web,runners,service,low,low,no,no,reviewed,web-runner-platform,contract:general;loc=160
apps/web/src/lib/runners/run-retention-service.ts,apps/web,runners,service,low,low,no,no,reviewed,web-runner-platform,contract:general;loc=128
apps/web/src/lib/runtime/__tests__/browser-network-guard.test.ts,apps/web,runtime-test,runtime,high,low,no,yes,reviewed,web-runtime-maintainers,contract:runtime-lifecycle;loc=117
apps/web/src/lib/runtime/__tests__/browser-run-dispatcher.test.ts,apps/web,runtime-test,runtime,high,low,no,yes,reviewed,web-runtime-maintainers,contract:runtime-lifecycle;loc=105
apps/web/src/lib/runtime/__tests__/local-browser-runner.cancel-sla.integration.test.ts,apps/web,runtime-test,runtime,high,low,no,yes,reviewed,web-runtime-maintainers,contract:runtime-lifecycle;loc=253
apps/web/src/lib/runtime/__tests__/local-browser-runner.usage.test.ts,apps/web,runtime-test,runtime,high,low,no,yes,reviewed,web-runtime-maintainers,contract:runtime-lifecycle;loc=205
apps/web/src/lib/runtime/__tests__/log-masking.test.ts,apps/web,runtime-test,runtime,high,low,no,yes,reviewed,web-runtime-maintainers,contract:runtime-lifecycle;loc=65
apps/web/src/lib/runtime/__tests__/midscene-env.test.ts,apps/web,runtime-test,runtime,high,low,no,yes,reviewed,web-runtime-maintainers,contract:runtime-lifecycle;loc=28
apps/web/src/lib/runtime/__tests__/playwright-code-trace.test.ts,apps/web,runtime-test,runtime,high,low,no,yes,reviewed,web-runtime-maintainers,contract:runtime-lifecycle;loc=69
apps/web/src/lib/runtime/__tests__/run-failure-classifier.test.ts,apps/web,runtime-test,runtime,high,low,no,yes,reviewed,web-runtime-maintainers,contract:runtime-lifecycle;loc=85
apps/web/src/lib/runtime/__tests__/test-result-metadata.test.ts,apps/web,runtime-test,runtime,high,low,no,yes,reviewed,web-runtime-maintainers,contract:runtime-lifecycle;loc=46
apps/web/src/lib/runtime/__tests__/test-runner.test.ts,apps/web,runtime-test,runtime,high,low,no,yes,reviewed,web-runtime-maintainers,contract:runtime-lifecycle;loc=20
apps/web/src/lib/runtime/browser-network-guard.ts,apps/web,runtime,runtime,high,low,no,yes,reviewed,web-runtime-maintainers,contract:runtime-lifecycle;loc=104
apps/web/src/lib/runtime/browser-run-dispatcher.ts,apps/web,runtime,runtime,high,low,no,yes,reviewed,web-runtime-maintainers,contract:runtime-lifecycle;loc=153
apps/web/src/lib/runtime/local-browser-runner.ts,apps/web,runtime,runtime,high,medium,no,yes,reviewed,web-runtime-maintainers,contract:runtime-lifecycle;loc=987
apps/web/src/lib/runtime/log-masking.ts,apps/web,runtime,runtime,high,low,no,yes,reviewed,web-runtime-maintainers,contract:runtime-lifecycle;loc=78
apps/web/src/lib/runtime/masked-variables.ts,apps/web,runtime,runtime,high,low,no,yes,reviewed,web-runtime-maintainers,contract:runtime-lifecycle;loc=78
apps/web/src/lib/runtime/midscene-env.ts,apps/web,runtime,runtime,high,low,no,yes,reviewed,web-runtime-maintainers,contract:runtime-lifecycle;loc=63
apps/web/src/lib/runtime/playwright-code-sandbox.ts,apps/web,runtime,runtime,high,low,no,yes,reviewed,web-runtime-maintainers,contract:runtime-lifecycle;loc=188
apps/web/src/lib/runtime/playwright-code-trace.ts,apps/web,runtime,runtime,high,low,no,yes,reviewed,web-runtime-maintainers,contract:runtime-lifecycle;loc=90
apps/web/src/lib/runtime/run-failure-classifier.ts,apps/web,runtime,runtime,high,low,no,yes,reviewed,web-runtime-maintainers,contract:runtime-lifecycle;loc=97
apps/web/src/lib/runtime/test-case-utils.ts,apps/web,runtime,runtime,high,low,no,yes,reviewed,web-runtime-maintainers,contract:runtime-lifecycle;loc=67
apps/web/src/lib/runtime/test-events.ts,apps/web,runtime,runtime,high,low,no,yes,reviewed,web-runtime-maintainers,contract:runtime-lifecycle;loc=50
apps/web/src/lib/runtime/test-result-metadata.ts,apps/web,runtime,runtime,high,low,no,yes,reviewed,web-runtime-maintainers,contract:runtime-lifecycle;loc=54
apps/web/src/lib/runtime/test-runner.ts,apps/web,runtime,runtime,high,high,no,yes,reviewed,web-runtime-maintainers,contract:runtime-lifecycle;loc=1804
apps/web/src/lib/runtime/usage.ts,apps/web,runtime,runtime,high,low,no,yes,reviewed,web-runtime-maintainers,contract:runtime-lifecycle;loc=104
apps/web/src/lib/security/__tests__/auth.test.ts,apps/web,security-test,service,medium,low,yes,no,reviewed,web-security-maintainers,contract:general;loc=300
apps/web/src/lib/security/__tests__/file-security.test.ts,apps/web,security-test,service,medium,low,yes,no,reviewed,web-security-maintainers,contract:general;loc=24
apps/web/src/lib/security/__tests__/permissions.test.ts,apps/web,security-test,service,medium,low,yes,no,reviewed,web-security-maintainers,contract:general;loc=109
apps/web/src/lib/security/__tests__/url-security-runtime.test.ts,apps/web,security-test,service,medium,low,yes,no,reviewed,web-security-maintainers,contract:general;loc=85
apps/web/src/lib/security/__tests__/url-security.test.ts,apps/web,security-test,service,medium,low,yes,no,reviewed,web-security-maintainers,contract:general;loc=20
apps/web/src/lib/security/api-key.ts,apps/web,security,service,medium,low,yes,no,reviewed,web-security-maintainers,contract:general;loc=20
apps/web/src/lib/security/auth.ts,apps/web,security,service,medium,low,yes,no,reviewed,web-security-maintainers,contract:general;loc=349
apps/web/src/lib/security/authgear-config.ts,apps/web,security,service,medium,low,yes,no,reviewed,web-security-maintainers,contract:general;loc=13
apps/web/src/lib/security/crypto.ts,apps/web,security,service,medium,low,yes,no,reviewed,web-security-maintainers,contract:general;loc=61
apps/web/src/lib/security/file-security.ts,apps/web,security,service,medium,low,yes,no,reviewed,web-security-maintainers,contract:general;loc=61
apps/web/src/lib/security/http-headers.ts,apps/web,security,service,medium,low,yes,no,reviewed,web-security-maintainers,contract:general;loc=22
apps/web/src/lib/security/permissions.ts,apps/web,security,service,medium,low,yes,no,reviewed,web-security-maintainers,contract:general;loc=192
apps/web/src/lib/security/resource-access-errors.ts,apps/web,security,service,medium,low,yes,no,reviewed,web-security-maintainers,contract:general;loc=38
apps/web/src/lib/security/stream-token.ts,apps/web,security,service,medium,low,yes,no,reviewed,web-security-maintainers,contract:general;loc=76
apps/web/src/lib/security/url-security-runtime.ts,apps/web,security,service,medium,low,yes,no,reviewed,web-security-maintainers,contract:general;loc=153
apps/web/src/lib/security/url-security.ts,apps/web,security,service,medium,low,yes,no,reviewed,web-security-maintainers,contract:general;loc=137
apps/web/src/lib/storage/__tests__/object-store.test.ts,apps/web,storage-test,persistence,low,low,no,no,reviewed,web-storage-maintainers,contract:data-access;loc=117
apps/web/src/lib/storage/object-store-s3.ts,apps/web,storage,persistence,low,low,no,no,reviewed,web-storage-maintainers,contract:data-access;loc=185
apps/web/src/lib/storage/object-store-utils.ts,apps/web,storage,persistence,low,low,no,no,reviewed,web-storage-maintainers,contract:data-access;loc=63
apps/web/src/lib/storage/object-store.ts,apps/web,storage,persistence,low,low,no,no,reviewed,web-storage-maintainers,contract:data-access;loc=103
apps/web/src/lib/telemetry/client-metrics.ts,apps/web,lib,service,low,low,no,no,reviewed,platform-maintainers,contract:general;loc=99
apps/web/src/lib/test-cases/__tests__/batch-import-service.test.ts,apps/web,test-cases-test,service,low,low,no,no,reviewed,web-test-domain-maintainers,contract:general;loc=234
apps/web/src/lib/test-cases/batch-import-service.ts,apps/web,test-cases,service,medium,low,no,no,reviewed,web-test-domain-maintainers,contract:general;loc=535
apps/web/src/lib/test-config/__tests__/resolver.test.ts,apps/web,test-config-test,service,low,low,no,no,reviewed,web-test-domain-maintainers,contract:general;loc=64
apps/web/src/lib/test-config/browser-target.ts,apps/web,test-config,service,low,low,no,no,reviewed,web-test-domain-maintainers,contract:general;loc=43
apps/web/src/lib/test-config/resolver.ts,apps/web,test-config,service,low,low,no,no,reviewed,web-test-domain-maintainers,contract:general;loc=112
apps/web/src/lib/test-config/sort.ts,apps/web,test-config,service,low,low,no,no,reviewed,web-test-domain-maintainers,contract:general;loc=37
apps/web/src/lib/test-config/substitution.ts,apps/web,test-config,service,low,low,no,no,reviewed,web-test-domain-maintainers,contract:general;loc=26
apps/web/src/lib/test-config/url-validation.ts,apps/web,test-config,service,low,low,no,no,reviewed,web-test-domain-maintainers,contract:general;loc=58
apps/web/src/lib/test-config/validation.ts,apps/web,test-config,service,low,low,no,no,reviewed,web-test-domain-maintainers,contract:general;loc=36
apps/web/src/proxy.ts,apps/web,shared,service,low,low,no,no,reviewed,platform-maintainers,contract:general;loc=32
apps/web/src/types/android.ts,apps/web,types,protocol,low,low,no,no,reviewed,contract-maintainers,contract:shared-protocol;loc=17
apps/web/src/types/api-key.ts,apps/web,types,protocol,low,low,no,no,reviewed,contract-maintainers,contract:shared-protocol;loc=11
apps/web/src/types/database.ts,apps/web,types,protocol,low,low,no,no,reviewed,contract-maintainers,contract:shared-protocol;loc=140
apps/web/src/types/events.ts,apps/web,types,protocol,low,low,no,no,reviewed,contract-maintainers,contract:shared-protocol;loc=39
apps/web/src/types/index.ts,apps/web,types,protocol,low,low,no,no,reviewed,contract-maintainers,contract:shared-protocol;loc=33
apps/web/src/types/runtime.ts,apps/web,types,protocol,low,low,no,no,reviewed,contract-maintainers,contract:shared-protocol;loc=5
apps/web/src/types/status.ts,apps/web,types,protocol,low,low,no,no,reviewed,contract-maintainers,contract:shared-protocol;loc=57
apps/web/src/types/test.ts,apps/web,types,protocol,low,low,no,no,reviewed,contract-maintainers,contract:shared-protocol;loc=151
apps/web/src/utils/excel/testCaseExcel-helpers.ts,apps/web,shared,service,low,low,no,no,reviewed,platform-maintainers,contract:general;loc=83
apps/web/src/utils/excel/testCaseExcel.test.ts,apps/web,shared,service,low,low,no,no,reviewed,platform-maintainers,contract:general;loc=93
apps/web/src/utils/excel/testCaseExcel.ts,apps/web,shared,service,medium,medium,no,no,reviewed,platform-maintainers,contract:general;loc=798
apps/web/src/utils/keyboard/enterKey.ts,apps/web,shared,service,low,low,no,no,reviewed,platform-maintainers,contract:general;loc=35
apps/web/src/utils/pagination/pagination.ts,apps/web,shared,service,low,low,no,no,reviewed,platform-maintainers,contract:general;loc=15
apps/web/src/utils/status/statusBadge.ts,apps/web,shared,service,low,low,no,no,reviewed,platform-maintainers,contract:general;loc=16
apps/web/src/utils/status/statusHelpers.ts,apps/web,shared,service,low,low,no,no,reviewed,platform-maintainers,contract:general;loc=4
apps/web/src/utils/time/dateFormatter.ts,apps/web,shared,service,low,low,no,no,reviewed,platform-maintainers,contract:general;loc=33
apps/web/src/workers/browser-runner.ts,apps/web,worker,worker,high,low,no,yes,reviewed,web-runtime-maintainers,contract:worker-idempotency;loc=103
apps/web/src/workers/runner-maintenance.ts,apps/web,worker,worker,high,low,no,yes,reviewed,web-runtime-maintainers,contract:worker-idempotency;loc=114
apps/web/tailwind.config.ts,apps/web,config,config,low,low,no,no,reviewed,platform-config-maintainers,contract:config-schema;loc=58
apps/web/vitest.config.ts,apps/web,config,config,low,low,no,no,reviewed,platform-config-maintainers,contract:config-schema;loc=13
packages/runner-protocol/src/host-fingerprint.ts,packages/runner-protocol,runner-protocol,protocol,low,low,no,no,reviewed,contract-maintainers,contract:shared-protocol;loc=22
packages/runner-protocol/src/index.ts,packages/runner-protocol,runner-protocol,protocol,low,low,no,no,reviewed,contract-maintainers,contract:shared-protocol;loc=289
